genres,id,original_language,release_date,runtime,title,vote_average,director
Horror Action,290555,en,8/28/2014,90,Wolves,5.7,David Hayter
Music Drama Romance,8328,en,2/14/2008,98,Step Up 2: The Streets,6.5,Jon M. Chu
Animation Comedy Family,10982,en,12/16/2005,80,Hoodwinked!,5.9,Cory Edwards
Drama History War,205,en,9/11/2004,121,Hotel Rwanda,7.5,Terry George
Action Crime Drama Thriller,1620,en,11/21/2007,89,Hitman,5.9,Xavier Gens
Drama Music,175541,en,11/27/2013,93,Black Nativity,5.8,Kasi Lemmons
Thriller Action,241254,en,8/22/2014,93,The Prince,4.6,Brian A Miller
Thriller,31932,en,1/1/2002,116,City of Ghosts,5.4,Matt Dillon
Horror Drama Mystery Thriller,1933,en,8/2/2001,101,The Others,7.4,Alejandro Amen\u00e1bar
Horror Action Thriller Science Fiction,679,en,7/18/1986,137,Aliens,7.7,James Cameron
Drama Family Music Romance,11113,en,10/21/1964,170,My Fair Lady,7.4,George Cukor
Horror Thriller Mystery,3597,en,10/17/1997,100,I Know What You Did Last Summer,5.6,Jim Gillespie
Comedy,193893,en,8/13/2014,104,Let's Be Cops,6.4,Luke Greenfield
Comedy Drama Romance,9675,en,10/22/2004,126,Sideways,6.9,Alexander Payne
Comedy,9988,en,8/25/2006,110,Beerfest,5.8,Jay Chandrasekhar
Horror Thriller,948,en,10/25/1978,91,Halloween,7.4,John Carpenter
Comedy Family Science Fiction,21765,en,10/10/2003,87,Good Boy!,4.7,John Robert Hoffman
Comedy,146304,en,11/15/2013,123,The Best Man Holiday,6.7,Malcolm D. Lee
Action Comedy Crime Thriller,7516,en,12/9/2006,109,Smokin' Aces,6.4,Joe Carnahan
Horror Crime,41439,en,10/21/2010,90,Saw: The Final Chapter,5.8,Kevin Greutert
Comedy Romance,2752,en,3/1/2002,94,40 Days and 40 Nights,5.2,Michael Lehmann
Comedy,9429,en,10/1/1998,81,A Night at the Roxbury,5.9,John Fortenberry
Drama Fantasy Romance,38117,en,1/21/2011,86,Beastly,6,Daniel Barnz
Horror Thriller,9792,en,3/10/2006,107,The Hills Have Eyes,6.1,Alexandre Aja
Comedy,13778,en,9/5/2003,98,Dickie Roberts: Former Child Star,5.1,Sam Weisman
Drama,228203,en,2/20/2015,128,"McFarland, USA",7.4,Niki Caro
Comedy,41382,en,8/20/2010,99,Lottery Ticket,5.6,Erik White
Drama,13960,en,3/31/2006,105,ATL,6,Christian Robinson
Comedy Music Romance,114150,en,9/28/2012,112,Pitch Perfect,7.3,Jason Moore
Drama Comedy Romance,26602,en,8/22/2001,108,Summer Catch,4.8,Mike Tollin
Drama Crime Thriller,10223,en,12/11/1998,121,A Simple Plan,6.9,Sam Raimi
Horror Thriller,16028,en,11/1/2002,89,They,4.6,Robert Harmon
Comedy,15639,en,3/24/2006,89,Larry the Cable Guy: Health Inspector,3.3,Trent Cooper
Family,16112,en,10/1/1999,73,The Adventures of Elmo in Grouchland,6.3,Gary Halvorson
Crime Drama Thriller,26390,en,1/16/2009,133,Brooklyn's Finest,6.2,Antoine Fuqua
Action Drama History,27759,en,5/6/1963,154,55 Days at Peking,6.3,Nicholas Ray
Horror,109428,en,4/5/2013,91,Evil Dead,6.4,Fede Alvarez
Comedy Romance,23049,en,2/6/2009,95,My Life in Ruins,5.6,Donald Petrie
Comedy Drama Family,9310,en,3/4/2006,107,American Dreamz,4.9,Paul Weitz
Action Adventure Science Fiction,11411,en,7/23/1987,90,Superman IV: The Quest for Peace,4.1,Sidney J. Furie
Drama,16988,en,1/25/2008,94,How She Move,3,Ian Iqbal Rashid
Action Crime Drama Thriller,7304,en,1/6/2006,122,Running Scared,7,Wayne Kramer
Drama,24747,en,4/30/2004,120,Bobby Jones: Stroke of Genius,5.5,Rowdy Herrington
Adventure,58048,en,8/29/1986,97,Shanghai Surprise,2.9,Jim Goddard
Fantasy Drama Thriller Romance,1491,en,8/18/2006,110,The Illusionist,7.1,Neil Burger
Adventure Thriller,2989,en,11/12/1981,102,Roar,5.6,Noel Marshall
Drama Crime Thriller,10629,en,7/11/2003,98,Veronica Guerin,6.8,Joel Schumacher
Thriller Romance,255343,en,10/11/2014,120,Escobar: Paradise Lost,6.1,Andrea Di Stefano
Action Adventure Comedy Drama Science Fiction,4723,en,5/15/2006,144,Southland Tales,5.2,Richard Kelly
Animation Family,10800,fr,3/19/2008,80,Dragon Hunters,6.5,Guillaume Ivernel
Action Adventure Science Fiction,25763,en,9/10/1977,91,Damnation Alley,5,Jack Smight
Horror Thriller,79694,en,8/23/2012,82,The Apparition,4.5,Todd Lincoln 
Comedy Drama Family,4032,en,11/27/1991,102,My Girl,7,Howard Zieff
Drama Mystery Romance,18615,en,8/30/2006,122,Fur: An Imaginary Portrait of Diane Arbus,5.8,Steven Shainberg
Crime Drama,10673,en,12/10/1987,126,Wall Street,7,Oliver Stone
Drama Romance,4584,en,12/13/1995,136,Sense and Sensibility,7.2,Ang Lee
Drama Romance,2977,en,3/2/2007,120,Becoming Jane,6.9,Julian Jarrold
Comedy,10760,en,9/21/2007,108,Sydney White,6,Joe Nussbaum
Drama,11093,en,12/19/2003,126,House of Sand and Fog,7,Vadim Perelman
Drama,207,en,6/2/1989,129,Dead Poets Society,8.1,Peter Weir
Comedy,8467,en,12/16/1994,107,Dumb and Dumber,6.5,Bobby Farrelly
Comedy Romance Drama,639,en,7/21/1989,96,When Harry Met Sally...,7.3,Rob Reiner
Drama,24226,en,12/8/1982,129,The Verdict,7.4,Sidney Lumet
Comedy Adventure,9285,en,5/19/2000,93,Road Trip,5.9,Todd Phillips
Comedy Drama Romance,14709,en,1/15/1999,106,Varsity Blues,6,Brian Robbins
Drama Comedy Romance,74643,en,5/15/2011,100,The Artist,7.3,Michel Hazanavicius
Horror Thriller Mystery,13788,en,1/9/2009,87,The Unborn,4.8,David S. Goyer
Comedy Drama Romance,83666,en,5/16/2012,94,Moonrise Kingdom,7.6,Wes Anderson
Horror,10781,en,10/6/2006,91,The Texas Chainsaw Massacre: The Beginning,5.9,Jonathan Liebesman
Drama,318850,en,3/10/2016,120,The Young Messiah,6.4,Cyrus Nowrasteh
Comedy Family,13908,en,8/2/2002,80,The Master of Disguise,3.7,Perry Andelin Blake
Fantasy Drama War,1417,es,5/27/2006,118,Pan's Labyrinth,7.6,Guillermo del Toro
Action Comedy Family,39180,en,3/2/2001,94,See Spot Run,4.8,John Whitesell
Crime Drama Romance,16161,en,6/27/2001,130,Baby Boy,7.4,John Singleton
Thriller Drama Horror,49950,en,2/4/2011,91,The Roommate,5.3,Christian E. Christiansen
Mystery Adventure Comedy Romance Drama,10956,en,4/10/2001,91,Joe Dirt,5.5,Dennie Gordon
Thriller Action Crime Drama,9594,en,8/10/1991,110,Double Impact,5.3,Sheldon Lettich
Crime Action Comedy,4638,en,2/14/2007,121,Hot Fuzz,7.4,Edgar Wright
Comedy Drama Romance,13972,en,9/12/2008,114,The Women,4.6,Diane English
Drama Romance,5038,en,8/15/2008,96,Vicky Cristina Barcelona,6.7,Woody Allen
Action Adventure Drama Romance,13491,sv,12/17/2007,139,Arn: The Knight Templar,6.4,Peter Flinth
Comedy Drama Romance,10571,en,6/16/2000,94,Boys and Girls,5.4,Robert Iscove
Drama,10994,en,10/11/2002,109,White Oleander,7.2,Peter Kosminsky
Comedy Horror,19994,en,9/18/2009,100,Jennifer's Body,5.3,Karyn Kusama
Comedy Crime Mystery,25166,en,3/3/2000,96,Drowning Mona,5.4,Nick Gomez
Comedy Drama,30890,en,1/30/1987,90,Radio Days,7,Woody Allen
Drama Romance,23169,en,3/12/2010,113,Remember Me,6.9,Allen Coulter
Drama Comedy Romance,17403,en,7/18/2003,99,How to Deal,5.7,Clare Kilner
Comedy Science Fiction,12120,en,12/9/1988,108,My Stepmother is an Alien,5.3,Richard Benjamin
Drama,9800,en,12/22/1993,125,Philadelphia,7.6,Jonathan Demme
Thriller Science Fiction Mystery,1090,en,4/16/1999,100,The Thirteenth Floor,6.8,Josef Rusnak
Comedy Drama,18475,en,9/3/2004,97,The Cookout,4.6,Lance Rivera
Action Science Fiction Thriller,40160,en,10/19/1979,107,Meteor,5.1,Ronald Neame
Comedy Drama Music,18074,en,9/9/2000,112,Duets,5.5,Bruce Paltrow
Comedy Drama,9689,en,5/3/2002,112,Hollywood Ending,6.4,Woody Allen
Comedy Music,9781,en,8/13/1999,95,Detroit Rock City,6.7,Adam Rifkin
Adventure Action Fantasy,8009,en,3/7/1986,116,Highlander,6.8,Russell Mulcahy
Drama,3877,en,9/26/2007,113,Things We Lost in the Fire,6.7,Susanne Bier
Science Fiction Action Adventure,8854,en,8/15/1997,97,Steel,4.3,Kenneth Johnson
Drama Romance,152599,en,7/3/2013,117,The Immigrant,6.2,James Gray
Drama History Family Romance,18840,en,10/30/2005,135,The White Countess,6.9,James Ivory
Thriller Crime Drama Mystery,68727,en,3/27/2013,101,Trance,6.5,Danny Boyle
Romance Comedy,12657,en,5/28/2004,86,Soul Plane,4.7,Jessy Terrero
Comedy,8265,fr,1/9/2008,106,Welcome to the Sticks,6.8,Dany Boon
Drama,12410,en,12/11/2008,96,Good,6.3,Vicente Amorim
Fantasy Drama,34647,en,5/5/2009,161,Enter the Void,7.2,Gaspar No\u00e9
Comedy Romance Horror,73935,en,8/25/2012,93,Vamps,4.8,Amy Heckerling
Drama Family,28178,en,6/13/2009,93,Hachi: A Dog's Tale,7.7,Lasse Hallstr\u00f6m
Crime Drama Thriller,185567,en,12/4/2013,110,Zulu,6.7,J\u00e9r\u00f4me Salle
Western Drama,264656,en,5/18/2014,122,The Homesman,6.4,Tommy Lee Jones
Comedy Drama,35696,en,6/21/2002,91,Juwanna Mann,4.2,Jesse Vaughan
War Drama,16351,en,5/20/2002,115,Ararat,5.7,Atom Egoyan
Action Adventure Drama,38717,en,1/23/2001,99,Madison,5.3,William Bindley
Mystery Crime Drama Thriller,18777,en,9/12/2005,93,Slow Burn,5.5,Wayne Beach
Drama Action Comedy,2110,fr,10/31/2001,94,Wasabi,6.2,G\u00e9rard Krawczyk
Comedy Horror Science Fiction,9035,en,3/31/2006,95,Slither,6.3,James Gunn
Action Comedy Crime,90,en,11/29/1984,105,Beverly Hills Cop,6.8,Martin Brest
Comedy Family,771,en,11/9/1990,103,Home Alone,7.1,Chris Columbus
Family Comedy Drama,12154,es,11/27/1987,102,Three Men and a Baby,5.8,Leonard Nimoy
Comedy Romance,9576,en,12/16/1982,116,Tootsie,6.9,Sydney Pollack
Action Romance War,744,en,5/16/1986,110,Top Gun,6.7,Tony Scott
Adventure Drama Action Romance,146,zh,10/1/2000,120,"Crouching Tiger, Hidden Dragon",7.2,Ang Lee
Drama,14,en,9/15/1999,122,American Beauty,7.9,Sam Mendes
Drama History,45269,en,9/6/2010,118,The King's Speech,7.6,Tom Hooper
Comedy,9493,en,12/9/1988,107,Twins,5.7,Ivan Reitman
Drama Romance,22556,en,12/17/2008,102,The Yellow Handkerchief,6.4,Udayan Prasad
Drama,873,en,12/18/1985,154,The Color Purple,7.7,Steven Spielberg
Action Adventure Drama Thriller,33196,ko,6/6/2009,120,Tidal Wave,6.5,Yoon Je-kyoon
History Drama Thriller War,205596,en,11/14/2014,113,The Imitation Game,8,Morten Tyldum
Comedy,10765,en,10/6/1980,109,Private Benjamin,6,Howard Zieff
Drama Music,16769,en,3/7/1980,125,Coal Miner's Daughter,7.2,Michael Apted
Comedy Family,33217,en,3/19/2010,92,Diary of a Wimpy Kid,5.9,Thor Freudenthal
Horror,132232,en,1/17/2013,100,Mama,6,Andy Muschietti
Comedy Adventure Romance,11153,en,7/28/1983,98,National Lampoon's Vacation,7.1,Harold Ramis
Comedy,208134,en,10/22/2013,92,Bad Grandpa,6,Jeff Tremaine
Drama,1165,en,9/15/2006,103,The Queen,6.8,Stephen Frears
Fantasy Comedy,4011,en,2/29/1988,92,Beetlejuice,7.1,Tim Burton
Comedy Drama,17202,en,10/12/2007,113,Why Did I Get Married?,6.1,Tyler Perry
Drama Romance,9587,en,12/21/1994,115,Little Women,7,Gillian Armstrong
Drama Horror Thriller,65086,en,2/1/2012,95,The Woman in Black,6.1,James Watkins
Horror Thriller,10053,en,2/3/2006,87,When a Stranger Calls,5.4,Simon West
Comedy Family,11870,en,2/8/2002,88,Big Fat Liar,5.6,Shawn Levy
Drama War,11778,en,12/8/1978,183,The Deer Hunter,7.8,Michael Cimino
Comedy Drama,586,en,12/25/1997,97,Wag the Dog,6.7,Barry Levinson
Family Comedy,18736,en,4/25/2003,94,The Lizzie McGuire Movie,5.7,Jim Fall
Thriller Drama,134411,en,2/21/2013,112,Snitch,5.8,Ric Roman Waugh
Horror Comedy Fantasy,287903,en,11/26/2015,98,Krampus,5.9,Michael Dougherty
Horror Mystery Science Fiction,9276,en,12/25/1998,104,The Faculty,6.2,Robert Rodriguez
Drama Music,15765,en,6/9/1993,118,What's Love Got to Do with It,6.9,Brian Gibson
Action Crime Drama,2142,en,8/15/1997,104,Cop Land,6.6,James Mangold
Comedy,11397,en,12/7/2001,89,Not Another Teen Movie,5.5,Joel Gallen
Crime Drama Thriller,77016,en,9/20/2012,109,End of Watch,7.2,David Ayer
Crime Drama Thriller,11478,en,3/31/2000,106,The Skulls,5.8,Rob Cohen
Drama Romance,266856,en,11/26/2014,123,The Theory of Everything,7.8,James Marsh
Comedy Crime,13411,en,4/10/2003,86,Malibu's Most Wanted,4.7,John Whitesell
Comedy Drama Romance,10564,en,4/27/2000,120,Where the Heart Is,6.9,Matt Williams
Adventure Drama History War,947,en,12/10/1962,216,Lawrence of Arabia,7.8,David Lean
Horror,24150,en,8/28/2009,105,Halloween II,5.1,Rob Zombie
Drama,228970,en,12/5/2014,115,Wild,7,Jean-Marc Vall\u00e9e
Crime Thriller Horror Drama,18405,en,3/13/2009,110,The Last House on the Left,6.2,Dennis Iliadis
Comedy Romance,6961,en,2/4/2005,88,The Wedding Date,6.2,Clare Kilner
Horror Thriller,11442,en,7/1/2002,94,Halloween: Resurrection,4.5,Rick Rosenthal
Adventure Family Fantasy Comedy Romance,2493,en,9/18/1987,98,The Princess Bride,7.6,Rob Reiner
Drama,14047,en,12/27/2007,126,The Great Debaters,6.9,Denzel Washington
Drama Action Thriller Crime,64690,en,8/6/2011,100,Drive,7.4,Nicolas Winding Refn
Comedy,11132,en,2/17/2004,89,Confessions of a Teenage Drama Queen,5.1,Sara Sugarman
Comedy Drama Romance,17127,en,4/17/1998,111,The Object of My Affection,5.6,Nicholas Hytner
Horror Thriller Science Fiction,1562,en,4/26/2007,100,28 Weeks Later,6.5,Juan Carlos Fresnadillo
Drama,232679,en,8/22/2014,115,When the Game Stands Tall,6.3,Thomas Carter
Comedy Drama Family,17880,en,2/18/2005,106,Because of Winn-Dixie,6.1,Wayne Wang
Action Comedy Drama Romance,14736,en,4/21/2000,124,Love & Basketball,7.4,Gina Prince-Bythewood
Action Comedy Thriller Romance,9434,en,4/11/1997,107,Grosse Pointe Blank,6.9,George Armitage
Comedy,23706,en,9/4/2009,99,All About Steve,4.7,Phil Traill
Mystery Thriller Horror,11531,en,10/27/2000,90,Book of Shadows: Blair Witch 2,4.3,Joe Berlinger
Drama Fantasy Horror Thriller,9100,en,5/3/1996,101,The Craft,6.3,Andrew Fleming
Drama Thriller Crime Romance,116,en,10/26/2005,124,Match Point,7.3,Woody Allen
Comedy Family,38843,en,7/23/2010,103,Ramona and Beezus,6.1,Elizabeth Allen Rosenbaum
Drama Romance,1245,en,11/5/1993,134,The Remains of the Day,7.5,James Ivory
Drama,4995,en,9/11/1997,155,Boogie Nights,7.5,Paul Thomas Anderson
Action Adventure Drama Thriller,10413,en,1/15/1993,94,Nowhere to Run,5.5,Robert Harmon
Drama,14012,en,10/20/2006,95,Flicka,6.1,Michael Mayer
Horror Thriller,9793,en,3/22/2007,89,The Hills Have Eyes 2,5.2,Martin Weisz
Horror,12212,en,9/19/2000,97,Urban Legends: Final Cut,4.4,John Ottman
Fantasy Drama Science Fiction Romance Family,13768,en,10/11/2002,90,Tuck Everlasting,6.4,Jay Russell
Action Adventure Drama Thriller,8975,en,10/13/2006,92,The Marine,5,John Bonito
Action Comedy,342521,en,4/21/2016,94,Keanu,6,Peter Atencio
Drama Romance,45272,en,12/22/2010,117,Country Strong,5.9,Shana Feste
Mystery Horror Science Fiction,9424,en,7/24/1998,84,Disturbing Behavior,5.5,David Nutter
Drama Crime,97367,en,3/20/2013,140,The Place Beyond the Pines,6.8,Derek Cianfrance
Crime Action Thriller,254904,en,8/27/2014,108,The November Man,6,Roger Donaldson
Drama Mystery Thriller,18681,en,9/4/1999,109,Eye of the Beholder,5.3,Stephan Elliott
Drama Thriller War,12162,en,10/10/2008,131,The Hurt Locker,7.2,Kathryn Bigelow
Fantasy Drama Horror Action Thriller,11495,en,5/11/1984,114,Firestarter,5.9,Mark L. Lester
Crime Thriller,64689,en,9/20/2012,97,Killing Them Softly,5.8,Andrew Dominik
Thriller,157849,en,7/25/2014,121,A Most Wanted Man,6.5,Anton Corbijn
Comedy,13166,en,4/18/2001,87,Freddy Got Fingered,4.6,Tom Green
Adventure Animation Comedy Science Fiction Family,15511,en,1/11/2008,85,VeggieTales: The Pirates Who Don't Do Anything,5.9,Mike Nawrocki
Music Documentary,37003,en,5/19/2007,85,U2 3D,6.7,Mark Pellington
Action Fantasy Science Fiction,12211,en,9/1/2000,87,Highlander: Endgame,4.4,Douglas Aarniokoski
Crime Drama Music,13816,en,8/25/2006,121,Idlewild,5.1,Bryan Barber
Drama Romance,51828,en,3/2/2011,107,One Day,7,Lone Scherfig
Drama,22798,en,9/13/2009,111,Whip It,6.7,Drew Barrymore
Crime Thriller,7501,en,9/7/2001,92,Knockaround Guys,5.9,Brian Koppelman
Action Comedy Thriller Crime,10743,en,4/25/2003,97,Confidence,6.4,James Foley
Fantasy Comedy,37718,en,8/27/1999,97,The Muse,5.3,Albert Brooks
Drama Music,15237,en,7/2/2004,125,De-Lovely,6.3,Irwin Winkler
Comedy Drama Romance,9686,en,3/10/1989,124,New York Stories,6.2,Francis Ford Coppola
Family,17644,en,1/1/1998,76,Barney's Great Adventure,2.9,Steve Gomer
Action,97430,en,11/2/2012,96,The Man with the Iron Fists,5.2,RZA
Drama Comedy Romance,12257,en,11/25/1998,93,Home Fries,4.8,Dean Parisot
Romance,13539,en,3/23/2000,96,Here On Earth,5.4,Mark Piznarski
Comedy Science Fiction,68,en,2/20/1985,132,Brazil,7.5,Terry Gilliam
Music Drama Romance,14024,en,8/10/2004,103,Raise Your Voice,6,Sean McNamara
Comedy Crime,115,en,3/6/1998,117,The Big Lebowski,7.8,Joel Coen
Drama,7874,en,12/8/2006,116,Black Snake Moan,6.6,Craig Brewer
Action Crime Drama Thriller,4911,en,12/14/2002,118,Dark Blue,6.5,Ron Shelton
Drama Thriller,1988,en,1/1/2007,100,A Mighty Heart,6.7,Michael Winterbottom
Drama Comedy Romance,16222,en,3/31/2000,94,Whatever It Takes,5,David Raynr
Comedy,9557,en,10/1/2002,94,Boat Trip,4.7,Mort Nathan
Comedy Drama History Romance,9026,en,5/17/2002,97,The Importance of Being Earnest,6.7,Oliver Parker
Comedy Drama Fantasy Romance,57943,en,2/1/1998,98,The Love Letter,4.7,Dan Curtis
Drama Family,18276,en,5/5/2006,91,Hoot,5.5,Wil Shriner
Comedy Drama Crime,8321,en,2/8/2008,107,In Bruges,7.4,Martin McDonagh
Comedy,72359,en,5/9/2013,95,Peeples,5.6,Tina Gordon Chism
Comedy Music,10186,en,8/20/2008,102,The Rocker,5.6,Peter Cattaneo
Comedy,25704,en,8/21/2009,89,Post Grad,5,Vicky Jenson
Drama,133694,en,9/23/2012,106,Promised Land,6,Gus Van Sant
Comedy Romance,19265,en,6/19/2009,92,Whatever Works,6.8,Woody Allen
Thriller,36047,en,7/19/2000,105,The In Crowd,4.7,Mary Lambert
Adventure Crime Drama Mystery Western,8053,en,11/17/2005,121,The Three Burials of Melquiades Estrada,7,Tommy Lee Jones
Comedy Drama History,2290,en,9/16/1999,120,Jakob the Liar,6,Peter Kassovitz
Action Comedy Crime Mystery,5236,en,9/5/2005,103,Kiss Kiss Bang Bang,7.2,Shane Black
Thriller Comedy Horror,6552,en,4/30/1999,92,Idle Hands,6.1,Rodman Flender
Thriller Drama Mystery,1018,en,5/16/2001,147,Mulholland Drive,7.6,David Lynch
Drama Fantasy Horror Romance,10075,en,1/26/2007,98,Blood and Chocolate,5.4,Katja von Garnier
Comedy Drama Romance,38031,en,5/23/2010,98,You Will Meet a Tall Dark Stranger,5.8,Woody Allen
Drama Romance Science Fiction,42188,en,9/15/2010,104,Never Let Me Go,6.8,Mark Romanek
Drama,112430,en,8/5/2007,276,The Company,7,Mikael Salomon
Thriller Crime Mystery,6687,en,1/18/2008,111,Transsiberian,6.5,Brad Anderson
Adventure Drama,13853,en,1/17/1986,98,The Clan of the Cave Bear,4.8,Michael Chapman
Comedy Drama,31306,en,10/22/1999,111,Crazy in Alabama,6.5,Antonio Banderas
Horror Thriller Crime,8461,en,10/20/2007,112,Funny Games,6.3,Michael Haneke
Drama Thriller Science Fiction,331592,en,9/11/2015,100,Listening,5.5,Khalil Sullins
Drama,47692,en,11/24/1999,116,Felicia's Journey,6.6,Atom Egoyan
Drama Science Fiction,19,de,1/10/1927,153,Metropolis,8,Fritz Lang
Action Thriller Science Fiction,10045,fr,11/9/2004,84,District B13,6.5,Pierre Morel
Drama Crime,400,en,12/1/1995,116,Things to Do in Denver When You're Dead,6.7,Gary Fleder
Action Drama History,253450,zh,8/27/2015,105,The Assassin,6.6,Hou Hsiao-hsien
Drama Comedy War Crime Thriller,9104,en,9/8/2001,98,Buffalo Soldiers,6.5,Gregor Jordan
Thriller Drama Mystery,11190,ru,6/25/2003,105,The Return,7.4,Andrey Zvyagintsev
Adventure Action Thriller,16353,th,12/4/2008,98,Ong Bak 2,6,Tony Jaa
Adventure Action Drama,23759,en,2/15/2010,97,Centurion,5.9,Neil Marshall
Drama Action Thriller,24206,en,6/26/1996,93,Silent Trigger,5,Russell Mulcahy
Mystery Drama Crime Thriller Horror,10185,en,8/7/2008,98,The Midnight Meat Train,6,Ry\u00fbhei Kitamura
Drama,75033,en,9/16/2011,107,Winnie Mandela,5.2,Darrell James Roodt
Drama Thriller Crime,74536,en,11/4/2011,90,The Son of No One,4.8,Dito Montiel
Action Comedy Drama History,31668,en,10/14/2001,99,All The Queen's Men,6.1,Stefan Ruzowitzky
Comedy Drama Romance Fantasy Music,13501,en,1/25/2007,93,The Good Night,5.7,Jake Paltrow
Drama Fantasy,15208,en,7/4/2008,141,Bathory: Countess of Blood,5.6,Juraj Jakubisko
Animation Adventure Family,172391,en,7/18/2013,85,Khumba,5.8,Anthony Silverston
Thriller Science Fiction,262543,en,10/9/2014,110,Automata,5.6,Gabe Ib\u00e1\u00f1ez
Action Adventure Fantasy,9288,en,1/1/2005,105,Dungeons & Dragons: Wrath of the Dragon God,4.8,Gerry Lively
Drama,370980,it,12/3/2015,,Chiamatemi Francesco - Il Papa della gente,7.3,Daniele Luchetti
Drama Action Thriller Crime,20083,zh,3/22/2009,119,Shinjuku Incident,6.7,Derek Yee Tung-Sing
Drama Foreign,40880,en,6/29/2001,124,Pandaemonium,4.5,Julien Temple
Romance Fantasy Drama Comedy,137,en,2/11/1993,101,Groundhog Day,7.4,Harold Ramis
Comedy Drama Music,264999,en,7/1/2015,115,Magic Mike XXL,6.3,Gregory Jacobs
Drama Romance,454,en,10/31/1996,120,Romeo + Juliet,6.7,Baz Luhrmann
Drama War,53457,fr,9/16/2010,111,Sarah's Key,7.2,Gilles Paquet-Brenner
Drama,288980,en,8/21/2014,98,Freedom,5.8,Peter Cousens
Western,33,en,8/7/1992,131,Unforgiven,7.7,Clint Eastwood
Drama,1951,da,5/16/2005,139,Manderlay,6.9,Lars von Trier
Drama Romance,12405,en,5/12/2008,120,Slumdog Millionaire,7.6,Danny Boyle
Drama Romance Thriller,10998,en,9/11/1987,119,Fatal Attraction,6.6,Adrian Lyne
Romance Comedy,114,en,3/23/1990,119,Pretty Woman,7,Garry Marshall
Adventure Comedy,9396,en,5/19/1988,110,Crocodile Dundee II,5.5,John Cornell
Thriller Mystery Drama Crime,319910,en,3/15/2015,101,Broken Horses,5,Vidhu Vinod Chopra
Drama War,2604,en,12/20/1989,145,Born on the Fourth of July,6.7,Oliver Stone
Comedy,864,en,9/30/1993,98,Cool Runnings,6.8,Jon Turteltaub
Mystery Horror,14435,en,1/16/2009,101,My Bloody Valentine,5.3,Patrick Lussier
Drama Music,1931,en,5/16/2007,114,Stomp the Yard,6.1,Sylvain White
Adventure Action Thriller,691,en,7/7/1977,125,The Spy Who Loved Me,6.6,Lewis Gilbert
Horror Thriller,9877,en,9/25/1998,99,Urban Legend,5.6,Jamie Blanks
Comedy Drama Romance,62008,en,2/23/2012,111,Good Deeds,6.2,Tyler Perry
Action Adventure Drama Family,12227,en,1/18/1991,107,White Fang,6.5,Randal Kleiser
Comedy Family,13824,en,10/8/1999,81,Superstar,5.1,Bruce McCulloch
History Drama,71688,en,12/30/2011,105,The Iron Lady,6.2,Phyllida Lloyd
Action Adventure Animation Comedy Family,15173,en,10/4/2002,82,Jonah: A VeggieTales Movie,6.4,Phil Vischer
Drama Romance,8291,en,7/23/1993,109,Poetic Justice,6.9,John Singleton
Action Adventure Comedy,13950,en,3/8/2002,95,All About the Benjamins,5.8,Kevin Bray
Comedy Horror Romance,12158,en,10/27/1995,100,Vampire in Brooklyn,4.5,Wes Craven
Horror Thriller Fantasy,11586,en,6/17/1977,118,Exorcist II: The Heretic,4.5,John Boorman
Horror Thriller,10008,en,5/5/2005,83,An American Haunting,5.3,Courtney Solomon
Comedy Romance,2830,en,8/21/2003,83,My Boss's Daughter,4.4,David Zucker
Thriller Mystery Adventure,12403,en,6/8/2009,98,A Perfect Getaway,6.2,David Twohy
Comedy,34563,en,3/12/2010,103,Our Family Wedding,5.7,Rick Famuyiwa
Comedy,14557,en,8/21/1998,96,Dead Man on Campus,5.6,Alan Cohn
Comedy Drama War,10368,en,3/25/1999,117,Tea with Mussolini,5.8,Franco Zeffirelli
Horror Thriller,10280,en,10/25/1996,92,Thinner,5.5,Tom Holland
Drama Music Romance,12637,en,6/21/1977,155,"New York, New York",6.1,Martin Scorsese
Comedy Drama,34152,en,5/13/1994,115,Crooklyn,6.7,Spike Lee
Comedy Romance,14434,en,3/16/2007,90,I Think I Love My Wife,5,Chris Rock
Horror Science Fiction,11470,en,7/24/2001,91,Jason X,4.5,James Isaac
History Drama,10741,en,9/5/2006,120,Bobby,6.4,Emilio Estevez
Comedy Romance,24940,en,2/2/2001,86,Head Over Heels,5.3,Mark Waters
Comedy,82679,en,10/25/2012,87,Fun Size,5.5,Josh Schwartz
Drama,2013,fr,5/22/2007,112,The Diving Bell and the Butterfly,7.4,Julian Schnabel
Romance Drama,1440,en,10/6/2006,136,Little Children,6.9,Todd Field
Drama Mystery Thriller,18041,en,4/21/2000,90,Gossip,5.5,Davis Guggenheim
Drama Romance,28029,en,1/29/1999,107,A Walk on the Moon,6.2,Tony Goldwyn
Action Drama Thriller,1123,en,10/27/2006,101,Catch a Fire,6.4,Phillip Noyce
Horror Mystery Thriller,14033,en,9/6/2001,84,Soul Survivors,4.4,Stephen Carpenter
Drama Romance,87729,en,3/31/1995,139,Jefferson in Paris,5.2,James Ivory
Comedy Romance,16899,en,1/1/2008,93,Easy Virtue,6.3,Stephan Elliott
Action Adventure Drama Romance,41317,en,11/2/1978,127,Caravans,5.8,James Fargo
History Drama,245700,en,10/31/2014,150,Mr. Turner,6.3,Mike Leigh
Drama Romance,37842,fr,5/20/2009,104,Wild Grass,5.8,Alain Resnais
Drama History,9045,fr,2/13/2002,132,Amen.,7.1,Costa-Gavras
